Query_ID	Target_ID	Optimal_offset	p-value	Correlation	q-value	Orientation
0	tfdp1a+tfdp1b	.	1.7851541812839226e-08	1.7851541812839226e-08	1.0532409669575143e-05	.
0	arnt2	.	1.2880992343237023e-06	1.2880992343237023e-06	0.00037998927412549217	.
0	e2f1	.	8.805678538976167e-06	8.805678538976167e-06	0.0017317834459986462	.
0	e2f5	.	1.7792831921848726e-05	1.7792831921848726e-05	0.00209955416677815	.
0	sp1	.	1.6728012725854028e-05	1.6728012725854028e-05	0.00209955416677815	.
0	e2f2	.	3.163957691956611e-05	3.163957691956611e-05	0.003111225063757334	.
0	rsl1d1+sp3a	.	4.988337201337186e-05	4.988337201337186e-05	0.004204455641127057	.
0	sp8a+sp8b	.	7.161709228060833e-05	7.161709228060833e-05	0.005281760555694864	.
0	gcm2	.	0.00011959179804245062	0.00011959179804245062	0.007839906760560652	.
0	klf4	.	0.00017518139964259582	0.00017518139964259582	0.010335702578913154	.
0	gmeb2	.	0.0005758226929556727	0.0005758226929556727	0.030885035349440624	.
0	arnt	.	0.0007921001973732582	0.0007921001973732582	0.038944926370851854	.
0	hmx4	.	0.0009410993044260454	0.0009410993044260454	0.03966061354366906	.
0	cebpd	.	0.0008795756838116612	0.0008795756838116612	0.03966061354366906	.
1	onecut2	.	1.9087638012309797e-06	1.9087638012309797e-06	0.001126170642726278	.
1	pou3f1	.	5.877648883119596e-05	5.877648883119596e-05	0.017339064205202807	.
1	hoxd9a	.	0.00014151707465179372	0.00014151707465179372	0.027831691348186097	.
1	hoxd4a	.	0.00045506932854712527	0.00045506932854712527	0.031929712611874154	.
1	lhx3+lhx4	.	0.000417464832923606	0.000417464832923606	0.031929712611874154	.
1	msx2b	.	0.00048706341272350406	0.00048706341272350406	0.031929712611874154	.
1	nkx2.3+nkx2.7	.	0.0003100201266997509	0.0003100201266997509	0.031929712611874154	.
1	foxb1a	.	0.00045225584630698547	0.00045225584630698547	0.031929712611874154	.
1	dlx2a+dlx2b	.	0.0004524009253384459	0.0004524009253384459	0.031929712611874154	.
1	dlx4a+dlx4b+dlx6a	.	0.0005548271081481399	0.0005548271081481399	0.032734799380740254	.
1	vsx1	.	0.0008672446575854159	0.0008672446575854159	0.03340331921845435	.
1	msx1a	.	0.0009058527245682537	0.0009058527245682537	0.03340331921845435	.
1	hmx4	.	0.0007066844234534794	0.0007066844234534794	0.03340331921845435	.
1	shox	.	0.0007864362099598558	0.0007864362099598558	0.03340331921845435	.
1	shox2	.	0.0007108185443889769	0.0007108185443889769	0.03340331921845435	.
1	nkx2.2a	.	0.000817906302544696	0.000817906302544696	0.03340331921845435	.
1	tcf12	.	0.0010270904264567387	0.0010270904264567387	0.03420529056281601	.
1	foxf1+foxf2a+foxf2b	.	0.0010435512375096408	0.0010435512375096408	0.03420529056281601	.
1	uncx4.1	.	0.0011107151482918605	0.0011107151482918605	0.03449062828906304	.
1	prrx1a+prrx1b	.	0.00131956395712018	0.00131956395712018	0.035388306122768456	.
1	tead3a+tead3b	.	0.001291816862070131	0.001291816862070131	0.035388306122768456	.
1	TCF4	.	0.001219305730486807	0.001219305730486807	0.035388306122768456	.
1	si:ch1073-357b18.4	.	0.0014776238562501443	0.0014776238562501443	0.03632491979948271	.
1	tfe3a+tfe3b	.	0.0014658546125786286	0.0014658546125786286	0.03632491979948271	.
1	nr2e3	.	0.0016332325966898077	0.0016332325966898077	0.03700077373849677	.
1	mef2d	.	0.0016932557473549371	0.0016932557473549371	0.03700077373849677	.
1	nfil3-5+nfil3-6+si:dkey-60d5.3	.	0.0016011028727477225	0.0016011028727477225	0.03700077373849677	.
1	snai1a	.	0.001793520905782207	0.001793520905782207	0.03779204765755365	.
1	foxa2	.	0.001961806519620567	0.001961806519620567	0.039279386587107196	.
1	SPDEF	.	0.0019972569451071455	0.0019972569451071455	0.039279386587107196	.
1	si:dkey-43p13.5+uncx	.	0.0021315914834186974	0.0021315914834186974	0.0405689992005494	.
1	mxi1	.	0.0022543391503017087	0.0022543391503017087	0.04148568054596108	.
1	nr4a2b	.	0.0023203855220622297	0.0023203855220622297	0.04148568054596108	.
1	snai1b+snai3	.	0.0029648082590289586	0.0029648082590289586	0.04922694406029777	.
1	nr4a1	.	0.0030036779426622366	0.0030036779426622366	0.04922694406029777	.
1	tcf3a+tcf3b	.	0.0028434918129434973	0.0028434918129434973	0.04922694406029777	.
2	yy1a+yy1b	.	6.788048996707002e-08	6.788048996707002e-08	3.5017320634688885e-05	.
2	zic2a+zic2b	.	1.187027818125047e-07	1.187027818125047e-07	3.5017320634688885e-05	.
2	gli1+gli2b	.	2.4390533451179915e-07	2.4390533451179915e-07	4.796804912065383e-05	.
2	klf12b	.	5.018919402437281e-07	5.018919402437281e-07	5.992487118718747e-05	.
2	myca+mych	.	5.07837891416843e-07	5.07837891416843e-07	5.992487118718747e-05	.
2	CABZ01090890.1+atf6	.	6.80124006056757e-07	6.80124006056757e-07	6.617884360413e-05	.
2	nkx3.3-1	.	7.85172720726966e-07	7.85172720726966e-07	6.617884360413e-05	.
2	klf12a	.	1.8661802291491316e-06	1.8661802291491316e-06	0.0001223384816886653	.
2	mxi1	.	1.8196190574713085e-06	1.8196190574713085e-06	0.0001223384816886653	.
2	creb3l2	.	3.2362899107189436e-06	3.2362899107189436e-06	0.00019094110473241767	.
2	runx2a+runx2b	.	3.732922509946398e-06	3.732922509946398e-06	0.00020022038916985225	.
2	twist1a+twist1b+twist3	.	4.205744106815129e-06	4.205744106815129e-06	0.0002067824185850772	.
2	snai1b+snai3	.	5.137525868500305e-06	5.137525868500305e-06	0.00023316463557039845	.
2	nfic	.	9.054377009375872e-06	9.054377009375872e-06	0.00038157731682369745	.
2	mycn	.	1.0522166544998067e-05	1.0522166544998067e-05	0.0004138718841032573	.
2	snai1a	.	1.2632669195792178e-05	1.2632669195792178e-05	0.00046582967659483654	.
2	mycb	.	1.8974609890204788e-05	1.8974609890204788e-05	0.0006585305785424014	.
2	nkx3-2+nkx3.3-2	.	2.2488897259459994e-05	2.2488897259459994e-05	0.0006983394412148104	.
2	max+si:ch73-59f11.3	.	2.229577354907697e-05	2.229577354907697e-05	0.0006983394412148104	.
2	si:dkey-229b18.3+snai2	.	2.5587650610037732e-05	2.5587650610037732e-05	0.0007548356929961131	.
2	usf1	.	2.880289039533182e-05	2.880289039533182e-05	0.000809224063487894	.
2	arnt2	.	4.7545063545612314e-05	4.7545063545612314e-05	0.0012074031813007573	.
2	zic4+zic6	.	5.116115175003209e-05	5.116115175003209e-05	0.0012074031813007573	.
2	neurod1	.	4.6863112953483415e-05	4.6863112953483415e-05	0.0012074031813007573	.
2	nkx2.5	.	4.9495166726486105e-05	4.9495166726486105e-05	0.0012074031813007573	.
2	zbtb4	.	5.656388130573547e-05	5.656388130573547e-05	0.0012835649988609203	.
2	klf4	.	6.278376215026269e-05	6.278376215026269e-05	0.0013719414692094439	.
2	ctcf	.	0.00010030162806661379	0.00010030162806661379	0.002113498591403648	.
2	mnta+mntb	.	0.00012435459873167494	0.00012435459873167494	0.0025299728707478693	.
2	figla	.	0.00013050917414149228	0.00013050917414149228	0.0025666804247826817	.
2	rsl1d1+sp3a	.	0.00014787662970363688	0.00014787662970363688	0.002814426178230508	.
2	tfe3a+tfe3b	.	0.0001572681983258899	0.0001572681983258899	0.0028676261320205792	.
2	usf2	.	0.00016039264806216798	0.00016039264806216798	0.0028676261320205792	.
2	tfeb	.	0.000191236312008184	0.000191236312008184	0.003318512473083193	.
2	usf1l	.	0.0002063790990630727	0.0002063790990630727	0.0034789619556346543	.
2	znf740a+znf740b	.	0.0002233495436055279	0.0002233495436055279	0.003660450853535041	.
2	tfap2b	.	0.0002470536419749169	0.0002470536419749169	0.0039133875677927815	.
2	sp8a+sp8b	.	0.0002520486908069927	0.0002520486908069927	0.0039133875677927815	.
2	srfa+srfb	.	0.0002696809583309412	0.0002696809583309412	0.003977794135381383	.
2	arnt	.	0.000266911912315779	0.000266911912315779	0.003977794135381383	.
2	znf148	.	0.00027948960131687385	0.00027948960131687385	0.004021923531145258	.
2	hey1+heyl	.	0.0003215570764703428	0.0003215570764703428	0.004517111312321482	.
2	glis3	.	0.00033029243932182153	0.00033029243932182153	0.004531919516276156	.
2	zic3	.	0.0003600823033073299	0.0003600823033073299	0.004828376339802832	.
2	gata3	.	0.00044141902879846955	0.00044141902879846955	0.005787493933135489	.
2	bhlha15	.	0.0005272836866710016	0.0005272836866710016	0.006762986415997628	.
2	mespaa+mespab+mespba+mespbb	.	0.000685069520936402	0.000685069520936402	0.00859980887983994	.
2	tcf12	.	0.0008679393983077925	0.0008679393983077925	0.010268775302638715	.
2	hey2	.	0.0008702351951388742	0.0008702351951388742	0.010268775302638715	.
2	clocka+clockb+npas2	.	0.0008387035728563752	0.0008387035728563752	0.010268775302638715	.
2	egr1	.	0.0009482700253752362	0.0009482700253752362	0.010629949343245758	.
2	myod1	.	0.0009548937545627545	0.0009548937545627545	0.010629949343245758	.
2	mlx	.	0.0009195483502611435	0.0009195483502611435	0.010629949343245758	.
2	mlxipl	.	0.0009920244854437692	0.0009920244854437692	0.010838786044663403	.
2	ebf3a-2+ebf3b	.	0.0010205841846546318	0.0010205841846546318	0.010948084889931504	.
2	insm1a+insm1b	.	0.001175607017489823	0.001175607017489823	0.012385859648553493	.
2	neurod2	.	0.0012341170619784548	0.0012341170619784548	0.012774194150303304	.
2	egr2a+egr2b	.	0.0014380922858130093	0.0014380922858130093	0.014628869803959922	.
2	mitfa+mitfb	.	0.0015061647676642275	0.0015061647676642275	0.015061647676642274	.
2	tfec	.	0.0015487860081931624	0.0015487860081931624	0.015229729080566098	.
2	scrt1a+scrt1b+scrt2	.	0.0017563849220328164	0.0017563849220328164	0.016987985311464945	.
2	ebf1b	.	0.0018323342692924318	0.0018323342692924318	0.01728532020097125	.
2	sp1	.	0.0018457206316291332	0.0018457206316291332	0.01728532020097125	.
2	maza+mazb	.	0.0018803584377392122	0.0018803584377392122	0.017334554347908364	.
2	hoxb1a+hoxb1b-2	.	0.0020332972773438097	0.0020332972773438097	0.018238727166145743	.
2	sox9a+sox9b	.	0.0020402643948569813	0.0020402643948569813	0.018238727166145743	.
2	pax2b	.	0.0021996054233207416	0.0021996054233207416	0.01936965969789907	.
2	znf423	.	0.002298259905258814	0.002298259905258814	0.019940784472098533	.
2	AL807792.3+atoh1a+atoh1b+atoh1c+bloc1s2	.	0.002382031770796706	0.002382031770796706	0.02036809775029068	.
2	hmx4	.	0.002507968709584711	0.002507968709584711	0.02113859340935685	.
2	gcm2	.	0.00282217330719211	0.00282217330719211	0.02345186269356824	.
2	gabpa	.	0.0031882425287408354	0.0031882425287408354	0.02508084122609457	.
2	bhlhe41	.	0.0031768702122317014	0.0031768702122317014	0.02508084122609457	.
2	id4	.	0.0031651182745404747	0.0031651182745404747	0.02508084122609457	.
2	srebf1	.	0.0031457272548243006	0.0031457272548243006	0.02508084122609457	.
2	wt1a+wt1b	.	0.003350592686334025	0.003350592686334025	0.02601118006496151	.
2	tbx5a+tbx5b	.	0.0035381900244920565	0.0035381900244920565	0.0271108066811729	.
2	si:ch211-69l10.4+tbx15	.	0.0037147429000027403	0.0037147429000027403	0.028098696294892523	.
2	olig3	.	0.0039049260543263706	0.0039049260543263706	0.029163371798133653	.
2	znf143b	.	0.004131051008495804	0.004131051008495804	0.030466501187656553	.
2	tfdp1a+tfdp1b	.	0.004466388604667104	0.004466388604667104	0.03190311866022454	.
2	tbx1	.	0.004409769008386046	0.004409769008386046	0.03190311866022454	.
2	bhlhe23+si:ch211-196c10.13	.	0.004488065845421419	0.004488065845421419	0.03190311866022454	.
2	ebf3a-1+si:ch211-51e8.2	.	0.0047629502346547	0.0047629502346547	0.032513651301708454	.
2	tbx4	.	0.004765078696967	0.004765078696967	0.032513651301708454	.
